Public_file,Field,Description,Unit,Context,Missing_values
figure/figure5/a/Fig5_points_EUI.csv,used_in_panels,Figure panel identifier(s),category/text,EUI distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/a/Fig5a_global_importance.csv,Rank,"Rank in the stated group, starting at 1",ordinal,Global importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/a/Fig5a_global_importance.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Global importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/a/Fig5a_global_importance.csv,Mean_abs_SHAP,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Global importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/b/Fig5b_city_directional_importance.csv,City,Named administrative unit represented by the row,category/text,City-specific directional importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/b/Fig5b_city_directional_importance.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,City-specific directional importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/b/Fig5b_city_directional_importance.csv,Mean_abs_SHAP,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),City-specific directional importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/b/Fig5b_city_directional_importance.csv,Pearson_r_feature_SHAP,Pearson correlation between a predictor and its SHAP contribution,dimensionless,City-specific directional importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/b/Fig5b_city_directional_importance.csv,Directional_importance,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),City-specific directional importance,Blank means unavailable or not applicable; source values are retained
figure/figure5/c/Fig5_points_Projected_Area.csv,City,Named administrative unit represented by the row,category/text,Projected_Area dependence points; Projected_Area distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/c/Fig5_points_Projected_Area.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Projected_Area dependence points; Projected_Area distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/c/Fig5_points_Projected_Area.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Projected_Area dependence points; Projected_Area distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/c/Fig5_points_Projected_Area.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Projected_Area dependence points; Projected_Area distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/c/Fig5_points_Projected_Area.csv,used_in_panels,Figure panel identifier(s),category/text,Projected_Area dependence points; Projected_Area distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/d/Fig5_points_Mean_Age_Score.csv,City,Named administrative unit represented by the row,category/text,Mean_Age_Score dependence points; Mean_Age_Score distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/d/Fig5_points_Mean_Age_Score.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Mean_Age_Score dependence points; Mean_Age_Score distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/d/Fig5_points_Mean_Age_Score.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Mean_Age_Score dependence points; Mean_Age_Score distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/d/Fig5_points_Mean_Age_Score.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Mean_Age_Score dependence points; Mean_Age_Score distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/d/Fig5_points_Mean_Age_Score.csv,used_in_panels,Figure panel identifier(s),category/text,Mean_Age_Score dependence points; Mean_Age_Score distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/e/Fig5_points_Height.csv,City,Named administrative unit represented by the row,category/text,Height dependence points; Height distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/e/Fig5_points_Height.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Height dependence points; Height distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/e/Fig5_points_Height.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Height dependence points; Height distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/e/Fig5_points_Height.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Height dependence points; Height distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/e/Fig5_points_Height.csv,used_in_panels,Figure panel identifier(s),category/text,Height dependence points; Height distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/f/Fig5_points_Pop_Density.csv,City,Named administrative unit represented by the row,category/text,Pop_Density dependence points; Pop_Density distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/f/Fig5_points_Pop_Density.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Pop_Density dependence points; Pop_Density distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/f/Fig5_points_Pop_Density.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Pop_Density dependence points; Pop_Density distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/f/Fig5_points_Pop_Density.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Pop_Density dependence points; Pop_Density distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/f/Fig5_points_Pop_Density.csv,used_in_panels,Figure panel identifier(s),category/text,Pop_Density dependence points; Pop_Density distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/g/Fig5_points_Price.csv,City,Named administrative unit represented by the row,category/text,Price dependence points; Price distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/g/Fig5_points_Price.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Price dependence points; Price distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/g/Fig5_points_Price.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Price dependence points; Price distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/g/Fig5_points_Price.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Price dependence points; Price distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/g/Fig5_points_Price.csv,used_in_panels,Figure panel identifier(s),category/text,Price dependence points; Price distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/h/Fig5_points_Effective_Age.csv,City,Named administrative unit represented by the row,category/text,Effective_Age dependence points; Effective_Age distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/h/Fig5_points_Effective_Age.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Effective_Age dependence points; Effective_Age distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/h/Fig5_points_Effective_Age.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Effective_Age dependence points; Effective_Age distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/h/Fig5_points_Effective_Age.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Effective_Age dependence points; Effective_Age distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/h/Fig5_points_Effective_Age.csv,used_in_panels,Figure panel identifier(s),category/text,Effective_Age dependence points; Effective_Age distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/i/Fig5_points_Plot_Ratio.csv,City,Named administrative unit represented by the row,category/text,Plot_Ratio dependence points; Plot_Ratio distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/i/Fig5_points_Plot_Ratio.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Plot_Ratio dependence points; Plot_Ratio distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/i/Fig5_points_Plot_Ratio.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Plot_Ratio dependence points; Plot_Ratio distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/i/Fig5_points_Plot_Ratio.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Plot_Ratio dependence points; Plot_Ratio distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/i/Fig5_points_Plot_Ratio.csv,used_in_panels,Figure panel identifier(s),category/text,Plot_Ratio dependence points; Plot_Ratio distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/j/Fig5_points_Fee.csv,City,Named administrative unit represented by the row,category/text,Fee dependence points; Fee distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/j/Fig5_points_Fee.csv,Feature,One of the nine model predictors; see predictor_dictionary.csv,category/text,Fee dependence points; Fee distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/j/Fig5_points_Fee.csv,Feature_value,Supplied value of the named predictor,see predictor_dictionary.csv,Fee dependence points; Fee distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/j/Fig5_points_Fee.csv,SHAP_value,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Fee dependence points; Fee distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure5/j/Fig5_points_Fee.csv,used_in_panels,Figure panel identifier(s),category/text,Fee dependence points; Fee distribution points,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,panel,Figure panel identifier(s),category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,cluster_cn,Building-profile label in Chinese or English; see Fig6_profiles.csv,category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,cluster_en,Building-profile label in Chinese or English; see Fig6_profiles.csv,category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,source_stage,Mechanism layer or source/target layer of an edge,category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,source_term_cn,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,source_term_en,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,target_stage,Mechanism layer or source/target layer of an edge,category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,target_term_cn,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,target_term_en,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,edge_type,Mechanism-layer relationship represented by the edge,category/text,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_cooccurrence_edges.csv,cooccurrence_count,Number of co-occurrences between the two specified terms in the profile,co-occurrences,Profile-specific co-occurrence edges,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,cluster_cn,Building-profile label in Chinese or English; see Fig6_profiles.csv,category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,cluster_en,Building-profile label in Chinese or English; see Fig6_profiles.csv,category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,case_count,Count or denominator for the row group indicated by the table,count,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,layer,Mechanism layer or source/target layer of an edge,category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,layer_en,Mechanism layer or source/target layer of an edge,category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,rank,"Rank in the stated group, starting at 1",ordinal,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,factor_cn,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,factor_en,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,raw_count,"Factor frequency, retained-layer denominator or original-layer denominator, as named; not unique incident counts",term occurrences,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,layer_total_count,"Factor frequency, retained-layer denominator or original-layer denominator, as named; not unique incident counts",term occurrences,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,layer_original_total_count,"Factor frequency, retained-layer denominator or original-layer denominator, as named; not unique incident counts",term occurrences,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,raw_pct,Percentage of the denominator specified in the table or its README,%,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,display_pct,Percentage of the denominator specified in the table or its README,%,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,is_others,True/false group-membership flag,boolean,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,others_components,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_node_frequencies.csv,excluded_zero_flow_components,"Mechanism factor label, endpoint label or listed grouped/excluded terms",category/text,"Category frequencies, percentages and profile information",Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_profiles.csv,cluster_cn,Building-profile label in Chinese or English; see Fig6_profiles.csv,category/text,Profile sample size and category display rule,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_profiles.csv,cluster_en,Building-profile label in Chinese or English; see Fig6_profiles.csv,category/text,Profile sample size and category display rule,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_profiles.csv,case_count,Count or denominator for the row group indicated by the table,count,Profile sample size and category display rule,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_profiles.csv,panel,Figure panel identifier(s),category/text,Profile sample size and category display rule,Blank means unavailable or not applicable; source values are retained
figure/figure6/Fig6_profiles.csv,top_n,Number of top-ranked factors retained before grouping remaining factors as Others,count,Profile sample size and category display rule,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS2/FigS2_reported_summary.csv,metric,"Named conceptual element, metric, parameter or analysis stage",category/text,Building footprint validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS2/FigS2_reported_summary.csv,comparison,"Source, comparison, sample or proxy defining the row",category/text,Building footprint validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS2/FigS2_reported_summary.csv,value,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Building footprint validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS2/FigS2_reported_summary.csv,unit,Unit of measurement stated by the source,category/text,Building footprint validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS3/FigS3_reported_summary.csv,metric,"Named conceptual element, metric, parameter or analysis stage",category/text,Building function validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS3/FigS3_reported_summary.csv,comparison,"Source, comparison, sample or proxy defining the row",category/text,Building function validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS3/FigS3_reported_summary.csv,value,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Building function validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS3/FigS3_reported_summary.csv,unit,Unit of measurement stated by the source,category/text,Building function validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS4/FigS4_reported_summary.csv,metric,"Named conceptual element, metric, parameter or analysis stage",category/text,Building height validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS4/FigS4_reported_summary.csv,value,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Building height validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS4/FigS4_reported_summary.csv,unit,Unit of measurement stated by the source,category/text,Building height validation,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS5/FigS5_reported_summary.csv,metric,"Named conceptual element, metric, parameter or analysis stage",category/text,Guangzhou event-building linkage,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS5/FigS5_reported_summary.csv,value,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Guangzhou event-building linkage,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS5/FigS5_reported_summary.csv,unit,Unit of measurement stated by the source,category/text,Guangzhou event-building linkage,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS6/FigS6_workflow_counts.csv,stage,"Named conceptual element, metric, parameter or analysis stage",category/text,Workflow stage counts and manual-validation summary,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS6/FigS6_workflow_counts.csv,n,Count or denominator for the row group indicated by the table,count,Workflow stage counts and manual-validation summary,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS6/FigS6_workflow_counts.csv,unit,Unit of measurement stated by the source,category/text,Workflow stage counts and manual-validation summary,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,metric_group,"Named conceptual element, metric, parameter or analysis stage",category/text,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,sample,"Source, comparison, sample or proxy defining the row",category/text,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,proxy,"Source, comparison, sample or proxy defining the row",category/text,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,n,Count or denominator for the row group indicated by the table,count,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,pearson_r,"Named correlation, squared correlation or uncentered no-intercept regression R²",dimensionless,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,pearson_r_squared,"Named correlation, squared correlation or uncentered no-intercept regression R²",dimensionless,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,no_intercept_regression_r2,"Named correlation, squared correlation or uncentered no-intercept regression R²",dimensionless,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,spearman_rho,"Named correlation, squared correlation or uncentered no-intercept regression R²",dimensionless,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,status,"Scope, interpretation or calculation information for the corresponding row",category/text,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_official_validation_derived_statistics.csv,note,"Scope, interpretation or calculation information for the corresponding row",category/text,Fixed anonymous Shanghai demonstration or validation records,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_provincial_2020.csv,year,Calendar year defining the stated observation or validation scope,year,2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_provincial_2020.csv,province,Named administrative unit represented by the row,category/text,2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_provincial_2020.csv,official_share,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_provincial_2020.csv,weibo_dedup_events,Deduplicated social-sensing event count,events,2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_provincial_2020.csv,weibo_share,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_temporal_monthly_2020.csv,year,Calendar year defining the stated observation or validation scope,year,2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_temporal_monthly_2020.csv,month,"Calendar month, 1 through 12",month number,2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_temporal_monthly_2020.csv,official_share,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_temporal_monthly_2020.csv,weibo_dedup_events,Deduplicated social-sensing event count,events,2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS7/FigS7_temporal_monthly_2020.csv,weibo_share,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",2020 official and social-sensing comparison,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_calibration_bins.csv,mean_predicted_probability,"Predicted probability, decision threshold or development quantile as named","fraction [0,1]; ROC sentinel may be non-finite",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_calibration_bins.csv,observed_fraction,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_precision_recall_curve.csv,recall,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_precision_recall_curve.csv,precision,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_risk_grade_derived_statistics.csv,Risk_Grade,"Risk grade or cumulative set of grades; L1 is lowest, L5 highest",category/text,Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_risk_grade_derived_statistics.csv,n,Count or denominator for the row group indicated by the table,count,Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_risk_grade_derived_statistics.csv,n_sif,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_risk_grade_derived_statistics.csv,incidence,Observed positive fraction or confidence bound in the stated risk grade,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_risk_grade_derived_statistics.csv,incidence_ci_low,Observed positive fraction or confidence bound in the stated risk grade,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_risk_grade_derived_statistics.csv,incidence_ci_high,Observed positive fraction or confidence bound in the stated risk grade,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_risk_grade_derived_statistics.csv,event_capture_share,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_roc_curve.csv,fpr,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_roc_curve.csv,tpr,Fraction for the named measure; official and social-sensing shares use separate totals,"fraction [0,1]",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_roc_curve.csv,threshold,"Predicted probability, decision threshold or development quantile as named","fraction [0,1]; ROC sentinel may be non-finite",Manuscript OOF diagnostic source data,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_summary_metrics.csv,metric,"Named conceptual element, metric, parameter or analysis stage",category/text,Reported and full-precision manuscript metrics,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_summary_metrics.csv,pooled,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Reported and full-precision manuscript metrics,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_summary_metrics.csv,fold_mean,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Reported and full-precision manuscript metrics,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_summary_metrics.csv,fold_sd,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Reported and full-precision manuscript metrics,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_summary_metrics.csv,calculation_note,"Scope, interpretation or calculation information for the corresponding row",category/text,Reported and full-precision manuscript metrics,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS8/FigS8_summary_metrics.csv,reported_value,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Reported and full-precision manuscript metrics,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_cumulative_fire_capture.csv,grades,"Risk grade or cumulative set of grades; L1 is lowest, L5 highest",category/text,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_cumulative_fire_capture.csv,observations,Count or denominator for the row group indicated by the table,count,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_cumulative_fire_capture.csv,share_of_chongqing_observations_percent,Percentage of the denominator specified in the table or its README,%,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_cumulative_fire_capture.csv,positive_rows,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_cumulative_fire_capture.csv,cumulative_fire_share_percent,Percentage of the denominator specified in the table or its README,%,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_development_thresholds.csv,development_quantile,"Predicted probability, decision threshold or development quantile as named","fraction [0,1]; ROC sentinel may be non-finite",Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
